UserId,Score
5560898,2
10230503,0
3277133,1
8542692,0
5560898,3
2493856,1
10139745,0
5703997,0
9161067,3
5560898,1
7332095,3
5560898,0
10223705,1
7183666,0
5560898,0
5560898,1
4150078,1
5306198,0
2493856,1
8364914,8
8878774,0
2493856,0
6311520,12
5426588,2
10245736,1
3277133,0
3277133,1
6220759,0
6356356,0
7319366,1
9341104,1
4172411,4
164148,1
10112632,1
9919494,-3
7518091,2
9793589,0
4005417,2
10215211,2
9161067,0
7795084,2
9727789,5
288609,1
4727608,0
10206336,2
8791503,2
7518091,-3
7489488,0
8683269,0
10174011,0
6296473,1
9923495,1
9814693,2
9500464,2
5661594,5
10179907,-1
10087103,0
7319366,2
3701435,3
7004463,2
8854868,3
10164199,0
10112632,0
9754169,1
9814693,2
9851762,0
7319366,2
4862326,0
7319366,4
5229651,0
7590993,0
8881141,2
10118268,-3
9814693,0
4930767,0
3262260,2
5776061,1
7938217,2
5286020,1
3277133,0
3277133,0
10139784,1
3277133,1
5703997,1
3277133,1
2987780,3
9851762,1
9814693,1
1175276,1
4650297,1
7319366,3
4948889,0
10065224,0
7808960,0
4948889,1
9729566,0
420892,1
1718956,2
10112275,0
7092900,2
2731627,0
7692763,0
4948889,1
4948889,6
6944193,1
7361872,2
8526986,1
7058823,2
9978457,1
10095849,3
9978457,1
4713504,2
5149847,1
7590993,1
8526986,1
5704863,1
8863651,2
4948889,0
7590993,0
8007037,0
714319,2
2520416,2
7166834,0
2520416,3
8007037,1
9305523,1
8007037,2
9431057,0
6930275,0
8117146,1
8913334,-3
2366975,3
4948889,1
1021602,3
8117146,0
8377782,1
4949486,3
10002343,-4
7290240,2
10022489,0
6571807,-2
9749924,3
5856119,1
2560244,1
4447920,2
4930767,1
10028257,2
6664990,1
9896697,0
9347149,2
6027759,1
8679965,0
9978457,3
9478255,0
4140027,0
7828747,0
6621095,0
9099959,0
6476801,4
7705108,0
9915008,2
6328506,0
10002855,1
3071728,4
6745924,1
985805,2
9298540,4
714319,2
9099959,2
9755419,1
9979425,0
9280381,2
9976400,1
9119615,0
8306666,1
7252868,0
9983733,0
4923452,3
2908926,2
8421707,2
9978457,1
6383397,0
9814693,3
8602567,1
4140027,3
9430995,0
8385787,2
5089491,-1
3154212,1
9928075,2
9927674,0
9927674,1
4950219,0
9927674,3
8683269,0
7406634,1
4210341,0
9840637,1
6064886,2
9572558,-1
1134881,1
3860993,0
9730578,-1
1362485,2
5305512,0
4208085,3
9656021,4
8791503,1
3088202,3
9933618,0
1161841,0
7398654,0
9929376,1
5703997,1
1972924,0
7476643,0
5753159,1
9099959,1
8243279,0
8493059,1
6043544,1
9563832,0
7535911,0
9467345,0
8838657,3
2463655,1
4140027,1
6818308,3
4140027,1
9814693,0
9814693,4
9814693,1
9456633,-4
9150656,0
3088202,-1
3088202,1
219981,1
9863366,3
9814693,0
8240649,1
8874771,-3
9814693,4
7587197,0
4446712,1
1509695,1
9850287,0
5256982,2
9838554,0
8315659,1
8558369,1
6009803,3
7166834,1
9826042,2
9814693,0
8482467,1
2835670,3
7980137,2
9739252,3
3766129,1
9797393,-1
8973011,0
7902058,0
9788627,0
9745413,-1
9516819,1
5729272,1
3837482,4
8716856,1
8421707,2
2044409,1
5092352,4
4447920,2
8345434,2
6648980,1
9290070,2
5171347,-6
1520833,0
4288043,2
4447920,0
7891534,2
2188011,4
5171347,1
6741482,1
2497039,0
9740269,0
3766129,0
8595091,1
9313270,0
9696894,1
5280293,0
2948334,-1
9299259,-5
9559162,1
9717606,0
9716975,2
7705108,3
5065796,2
8792365,2
4766576,1
7938217,3
9693433,0
9687599,0
8315879,2
6133106,0
8867891,2
5550284,0
754176,1
6736266,-1
9614582,3
4663377,0
9158985,3
3449832,-1
5424671,2
9648755,0
9253686,1
9586779,0
7327411,4
1362485,2
1362485,2
3180386,0
3990451,1
4916699,11
4815958,-2
9615917,2
9609898,0
9605440,1
7552761,2
4957735,0
714319,-1
1312791,1
7930571,0
9592244,2
4001750,0
4051357,1
3180386,2
9586779,0
6073158,-2
7786035,-3
9548894,-4
104071,3
317331,1
6043544,-1
4145446,1
6289601,1
7955476,2
6932758,0
9350722,1
699010,3
9194769,0
5894276,-2
9203524,-1
7638174,2
7954504,0
9549286,2
4490400,1
3766129,1
9325434,0
3688956,1
7087474,1
7826511,0
2037081,0
9396878,0
7422287,1
8783169,1
9047139,4
2514936,1
7696283,2
5703997,0
7420623,0
9305276,1
5703997,2
7696283,1
5703997,1
6382434,1
9463464,2
8102068,2
687739,2
9470055,1
8972207,0
8972207,2
8637577,3
9466906,-1
9203524,1
926438,1
9396878,1
9396714,2
1634753,1
1634753,0
1087908,2
1634753,3
7273886,1
8372455,-2
5312971,3
8753634,4
9011271,2
3180352,2
3762120,0
9346665,1
7426965,1
8300917,2
7638546,3
8300917,2
8138305,0
4561777,3
171318,3
3071728,0
8879248,1
6468053,2
7637930,1
4288043,0
1718097,3
9418328,0
7932273,1
9203524,2
8624402,1
5236124,0
3088202,-1
6043544,0
6638903,1
6638903,-1
7564704,3
8848555,1
9378512,0
8154776,0
1845408,0
7204030,1
1709088,5
9378071,0
9367408,0
9273350,-5
4288043,0
1015633,1
7166834,3
3534551,1
5839247,0
6938066,1
9347541,0
3630656,2
3294962,0
755671,3
8218216,0
5993523,0
9095587,4
9324531,0
7933539,-2
9298373,0
45963,1
7070600,2
45963,1
8415577,2
2676049,3
6916973,0
6780117,1
2990509,0
6096742,2
5120955,1
9203524,1
5985921,2
9198400,2
4710845,0
9248279,2
9252198,0
4363045,0
9108912,0
9099959,1
3177936,1
3581217,2
4288043,1
323303,3
7426965,4
8349184,0
6768052,1
8960574,0
3762120,2
3120489,3
5839247,1
4148807,0
4949486,1
5336019,1
5862295,5
5336019,2
8936256,0
9173983,2
7595201,-1
4796694,1
5438460,0
7452651,1
7478456,1
7086216,2
9134181,0
8047989,1
8801308,0
9036931,0
8801308,1
9117548,0
5100922,1
9045698,1
9045698,1
7535156,-4
9099959,1
4266087,1
8940097,1
6343187,2
7853947,0
9089567,3
7961216,0
9049065,1
8404439,2
9045698,0
9045698,0
9056675,1
8569352,3
9054360,0
9036931,1
8715110,0
9036931,1
9049065,1
9036931,1
9036931,1
9036931,1
9036931,1
5336018,5
7557159,2
5703997,1
5703997,0
4652493,1
5909441,0
8401921,1
4681134,47
4896331,0
7853947,-1
2740727,1
8970878,0
4608626,14
1876739,1
7478456,0
1734278,1
5109802,1
5665505,1
7679796,0
8555729,0
5703997,-1
7804991,0
8977872,0
766708,1
8961231,0
4585713,1
7026806,0
501054,1
8950775,0
8950412,0
8945029,0
7954504,3
3986320,2
501054,1
6020610,1
4035529,0
8267109,0
8479607,0
2026781,3
8381385,0
757590,0
7171587,0
8479607,1
6560626,2
7823253,1
7620499,0
8799263,1
7805829,1
2904588,10
5141727,-1
7300005,5
8458838,1
8238124,2
8238124,2
6720997,10
7388024,0
3088202,0
8579043,0
3088202,0
8317830,0
7183881,1
2717063,1
3166881,0
905423,2
8729326,-1
8728073,1
7751504,0
8722810,0
5868293,1
4990359,0
8500760,2
7469605,4
5421539,0
7853947,1
2480769,1
3259331,0
8690470,0
8684491,2
8664762,1
8664762,-5
8622826,0
2717063,0
7853947,1
2717063,4
7646954,0
8315819,1
2717063,2
2717063,0
7326305,2
7954504,3
2856558,2
8525203,1
2717063,1
8194773,1
8622826,0
5624176,0
5703997,0
6678835,0
2717063,-1
8572491,2
5703997,2
2717063,0
2717063,2
8592585,3
566676,1
2717063,2
8144295,0
4623656,1
1773344,2
4825905,2
8543025,2
7954504,1
2244081,6
7926383,1
6678835,0
8409191,1
1028589,3
2950747,8
5240684,0
8484483,2
8266561,0
8266561,0
7492284,0
8290376,2
5571914,1
6421290,0
4663679,3
8351688,2
8436383,1
6052531,2
4321039,0
3437787,3
8419482,1
7528751,0
8328781,0
7781835,1
7855154,4
7265880,1
8267167,2
8293896,1
3200391,4
8290376,0
5571914,1
8081595,-1
2719598,1
7547749,0
8386173,1
4609018,0
7672533,1
1539741,3
8372455,5
7672533,0
8183395,2
7672533,0
5626112,4
7528751,1
687896,2
6803114,2
4537383,1
7786493,0
5120955,1
4898964,0
4348534,1
6901159,0
2208922,2
7492284,0
8290376,1
2394952,0
7904019,1
7849851,1
7900140,-1
5312971,1
7492284,-1
2562744,3
8229816,1
8290376,2
4949486,2
8286317,0
4459434,3
7954504,0
7993873,2
8229816,1
8266561,-1
8266561,0
6005062,2
5312971,2
8227494,1
7574860,0
8208467,2
6026929,3
1058584,2
1734278,1
4704969,2
8177554,1
1738879,7
8172319,2
5312971,0
6304017,0
7836530,1
8000201,0
470184,3
4043845,0
3864014,1
6916973,1
6537007,2
3731467,0
7882136,8
7037746,1
5277879,0
7204030,2
7584467,2
673760,3
4745249,1
5474317,6
3991782,0
7683796,1
4972716,2
1627234,2
6560626,-2
7964299,1
6866170,0
6916973,0
6439828,2
7914683,2
5024531,0
6560626,2
7172306,1
7620879,1
977038,0
6560626,0
7857104,0
1115277,0
4114372,2
659463,1
7820917,1
4949486,1
2302819,9
4043845,3
6916973,0
4043845,3
6916973,5
3356309,1
5332464,1
4043845,1
4923281,0
7469605,2
4043845,4
4262057,3
7565818,1
7593646,0
7565818,3
1290680,0
6916973,1
1838999,1
7565818,3
7391006,1
4559679,2
6916973,2
6916973,1
7696422,0
7469605,1
6916973,4
6916973,3
7565818,2
2897989,0
3848207,2
1761521,1
4949486,6
2366204,2
5791826,5
489564,0
7112155,9
1761521,3
7615984,1
4394770,2
7126986,1
7457873,2
6916973,0
4140027,2
7265880,3
5224728,1
7565404,3
2335820,-1
6377863,1
1290680,1
3259331,1
1290680,4
3259331,4
6916973,3
3225420,0
5696518,1
1500255,1
3917349,1
7505513,0
3993270,2
6637269,0
7493449,0
6592934,0
58634,3
7400738,4
7469605,3
6592934,2
7416134,1
7220655,0
6106842,-1
7421001,0
5665505,2
717880,4
3113510,1
6950889,1
7323821,0
3993270,7
4781358,0
5155413,4
7179203,1
4140027,2
4140027,4
2396502,1
950280,1
7350180,0
1909918,2
7329278,4
7323821,2
6437260,7
7304040,0
5316326,2
6511941,3
6895009,1
7008941,1
5467595,1
3160007,0
3812967,1
3142347,0
1909918,1
4928920,12
5869177,1
7008941,1
6646696,0
7008941,1
6539435,2
7008941,1
5452748,0
4727766,6
4727766,0
4727766,1
7008941,2
6858597,2
4370943,1
4727766,0
4727766,3
4140027,0
4727766,0
4140027,1
4114372,1
4114372,8
6895009,0
7076909,0
4114372,1
5834316,1
5584020,0
4570230,1
1067308,1
6866170,4
1269634,0
2965601,0
2965601,0
6828360,1
2039162,1
3751373,0
336527,2
1086688,5
6470375,5
6244166,2
3447158,3
1414455,0
5435124,11
2825637,0
6681502,3
1909918,0
6418963,1
6665281,2
959937,2
4596596,2
1017917,-1
1017917,3
6377863,9
2789717,5
5586178,5
4642859,3
226897,1
1909918,1
2677517,0
4596596,4
771848,1
2333196,4
6096125,2
6538950,1
6377863,1
6311384,1
2869667,1
6377863,0
6450762,0
4032552,0
4972716,-1
6311520,4
5630994,1
4972716,0
336527,2
6311520,4
5857901,1
4392566,1
514210,3
6311520,1
6311520,3
4716552,1
2826011,3
6311520,1
6311520,1
